"Registro ANS";"CNPJ";"Razão Social";"Nome Fantasia";"Modalidade";"Logradouro";"Número";"Complemento";"Bairro";"Cidade";"UF";"CEP";"DDD";"Telefone";"Fax";"Endereço eletrônico";"Representante";"Cargo Representante";"Data Registro ANS"
"400190";"02282844000106";"SANTO ANDRÉ PLANOS DE ASSISTENCIA MÉDICA LTDA.";"MEDICAL HEALTH";"Medicina de Grupo";"RUA DAS FIGUEIRAS";"501";"";"CAMPESTRE";"Santo André";"SP";"09080370";"11";"28987000";"28987000";"diretoria@medicalhealth.com.br";"MARCELO JOSÉ ISSA";"REPRESENTANTE JUNTO À ANS";"08/02/1999"
"319180";"00636975000100";"SÃO DOMINGOS SAÚDE- ASSISTÊNCIA MÉDICA  LTDA";"SÃO DOMINGOS SAÚDE";"Medicina de Grupo";"RUA TREZE DE MAIO";"1.437";"";"CENTRO";"Catanduva";"SP";"15800010";"17";"35317777";"35317777";"sds@saodomingossaude.com.br";"JOSÉ RENATO PIZARRO";"PRESIDENTE";"16/12/1998"
"403962";"03098226000165";"SÃO FRANCISCO ASSISTÊNCIA MÉDICA LTDA";"HGU SAÚDE";"Medicina de Grupo";"AV. DR. FERNANDO GOES";"1076";"";"CENTRO";"Petrolina";"PE";"56304020";"08";"738668250";"738668250";"hgusaude@hgusaude.com.br";"ÉRICO LUIZ WANDERLEY DE LIMA";"SÓCIO ADMINISTRADOR";"28/04/1999"
"302091";"01613433000185";"SÃO FRANCISCO SISTEMAS DE SAÚDE SOCIEDADE EMPRESÁRIA LIMITADA";"SAO FRANCISCO SAUDE";"Medicina de Grupo";"AVENIDA PORTUGAL";"545";"3 ANDAR SALA 02";"JARDIM AMÉRICA";"Ribeirão Preto";"SP";"14020115";"85";"32559189";"";"cians@hapvida.com.br";"FABIO LUCIANO GOMES SELHORST";"VICE PRESIDENTE DE ASSUNTOS CORPORATIVOS";"17/12/1998"
"344362";"96509690000188";"SÃO LUCAS SAÚDE S/A";"SÃO LUCAS SAÚDE";"Medicina de Grupo";"AV. BRASIL";"1530";"";"SANTO ANTONIO";"Americana";"SP";"13465770";"19";"34771000";"34771004";"ans@intermedica.com.br";"LUIZ CELSO DIAS LOPES";"REPRESENTANTE LEGAL";"23/12/1998"
"410047";"23854409000170";"SAUDE - SISTEMA ASSISTENCIAL UNIFICADO DE EMPRESAS - SOCIEDADE SIMPLES";"SAUDE";"Medicina de Grupo";"AVENIDA AMAZONAS";"641";"SALA 9D";"CENTRO";"Belo Horizonte";"MG";"30180908";"31";"32476440";"";"cians@hapvida.com.br";"FABIO LUCIANO GOMES SELHORST";"DIRETOR VICE-PRESIDENTE DE ASSUN CORPORA";"03/12/1999"
"421154";"28633372000174";"SAÚDE BRASIL ASSISTÊNCIA MÉDICA LTDA.";"SAÚDE BRASIL";"Medicina de Grupo";"AVENIDA DOUTOR JOSÉ MACHADO DE SOUZA";"220";"ED. NEO OFFICE, SALAS 1417/1418";"JARDINS";"Aracaju";"SE";"49025740";"85";"986993928";"";"angelaventim@operadorasaudebrasil.com.br";"ANGELA VENTIM LEMOS";"SÓCIA-ADMINISTRADORA";"18/03/2018"
"414310";"04859814000137";"SAÚDE BRB - CAIXA DE ASSISTÊNCIA ";"SAÚDE BRB";"Autogestão";"SETOR DE AUTARQUIAS NORTE ";"QUADRA 5";"LOTE C,  TORRE B,  3º ANDAR - CENTRO EMP";"ASA NORTE";"Brasília";"DF";"70040250";"61";"33251666";"30359440";"diretorsuperintendente@saudebrb.com.br";"ELIANE DE FÁTIMA MONTEIRO";"DIRETORA SUPERINTENDENTE";"07/05/2002"
"418781";"13373539000138";"SAUDE CASSEB ASSISTENCIA MEDICA LTDA";"SAUDE CASSEB";"Medicina de Grupo";"RUA METODIO COELHO";"133";"3º ANDAR SALA 06";"PARQUE BELA VISTA";"Salvador";"BA";"40279120";"71";"34440547";"33588852";"VICTOR@CASSEB.COM.BR";"PAULO ROBERTO NOLASCO FARIAS";"ADMINISTRADOR";"24/01/2013"
"423106";"40037284000105";"SAUDE INTEGRAL ASSISTENCIA MEDICA LTDA";"";"Medicina de Grupo";"Avenida Antônio Carlos Magalhães";"3244.0";"Empresarial Thomé de Souza Sala 606";"Caminho das Arvores";"Salvador";"BA";"41820000";"71";"35617567";"";"diretoria.medica@novoplanosaude.com.br";"PATRICIA BRANDAO PANTOJA LINS";"Sócio administrador";"02/12/2021"
"409243";"03424929000136";"SAUDE PAS - MEDICINA E ODONTO";"SAUDE PAS";"Autogestão";"RUA JERÔNIMO COELHO";"212";"2º ANDAR";"CENTRO";"Porto Alegre";"RS";"90010240";"51";"32288601";"32288601";"saudepas@saudepas.com.br";"LUIZ ONOFRE MACHADO MEIRA";"PRESIDENTE";"21/10/1999"
"414930";"05029064000139";"SAÚDE SANTA TEREZA LTDA.";"";"Medicina de Grupo";"RUA BERNARDINO DE CAMPOS";"844";"";"CENTRO";"Campinas";"SP";"13010151";"19";"37334330";"37334332";"ggprado@terra.com.br";"GUILHERME DE MEDEIROS PRADO";"DIRETOR";"17/08/2004"
"320111";"02464179000163";"SAÚDE SIM LTDA";"SAÚDE SIM";"Medicina de Grupo";"AVENIDA DAS ARAUCÁRIAS";"LOTE 1835";"LOTES 1835, 1905,1955 E 2005- SALA 301- ";"ÁGUAS CLARAS ";"Brasília";"DF";"71936250";"61";"40901718";"";"comunicacao@saudesim.med.br";"RAPHAEL DOS SANTOS COELHO";"SÓCIO ADMINISTRADOR";"27/01/1999"
"412058";"03977587000181";"SBC SAÚDE LTDA.";"SBC SAÚDE ";"Medicina de Grupo";"RUA BLUMENAU";"354";"";"VILA LEOPOLDINA";"São Paulo";"SP";"05319020";"11";"26598730";"38378735";"sbc@saudesbc.com.br";"OSWALDO MASSUO AKIMOTO ";"SÓCIO-ADMINISTRADOR";"29/08/2000"
"421634";"28953753000130";"SD-M OPERADORA DE PLANOS DE SAUDE LTDA";"";"Medicina de Grupo";"ESTRADA INTENDENTE MAGALHÃES";"476";"";"OSWALDO CRUZ";"Rio de Janeiro";"RJ";"21331720";"21";"24531545";"";"operadora@sdmoperadora.com.br";"LISLEY DOS REIS PAULO";"ADMINISTRADORA";"11/03/2019"
"414654";"04222235000189";"SEMPRE ODONTO PLANOS ODONTOLOGICOS LTDA";"SEMPRE ODONTO";"Odontologia de Grupo";"RUA EVARISTO DA VEIGA";"55";"SALAS 2401 A 2407";"CENTRO";"Rio de Janeiro";"RJ";"20031040";"21";"22726200";"22551461";"eliseu@sempreodonto.com.br";"ELISEU BATISTA DOS SANTOS";"SÓCIO";"10/10/2003"
"420263";"26143531000127";"SEMPRE SAÚDE ADMINISTRADORA DE BENEFÍCIOS";"";"Administradora de Benefícios";"RUA DA ASSEMBLEIA";"10";"SALA 4004, 4005, 4006, 4007, 4008, 4009 ";"CENTRO";"Rio de Janeiro";"RJ";"20011901";"21";"35531692";"";"LEONARDO@UNIMEDICASAUDE.COM";"JOSE ROBERTO DA SILVA";"DIRETOR PRESIDENTE";"25/10/2016"
"422142";"35147626000100";"SEMPRE SAUDE FAMILIA ADMINISTRADORA DE BENEFICIOS LTDA";"";"Administradora de Benefícios";"RUA DA ASSEMBLEIA";"10";"SALA 4004 a 4010";"CENTRO";"Rio de Janeiro";"RJ";"20011901";"21";"35531933";"";"J.ROBERTO.JRS@BOL.COM.BR";"JOSE ROBERTO DA SILVA";"ADMINISTRADOR";"27/02/2020"
"417416";"11654937000105";"SEMTRA ADMINISTRADORA DE BENEFÍCIOS LTDA";"SEMTRA ADMINISTRADORA DE BENEFÍCIOS ";"Administradora de Benefícios";"RUA LUIZ CAMILO DE CAMARGO";"890";"SALA 2";"REMANSO CAMPINEIRO";"Hortolândia";"SP";"13184420";"19";"22203530";"";"gerencia@semtrabeneficios.com.br";"ELISABETE BENEDITA GARCIA BARBOSA ";"SÓCIA ADMINISTRADORA";"16/07/2010"
"407224";"03219363000100";"SEPACO SAÚDE LTDA";"SEPACO SAUDE";"Medicina de Grupo";"RUA VERGUEIRO";"4210";"1º ANDAR";"VILA MARIANA";"São Paulo";"SP";"04102900";"11";"21824676";"21824677";"produtoseregulacao@sepaco.org.br";"RAFAEL ANTONIO PARRI";"REPRESENTANTE DA SÓCIA-ADM";"11/08/1999"
"303739";"64924095000112";"SERMED-SAÚDE LTDA.";"";"Medicina de Grupo";"Rua Dr. Olidair Ambrósio";"1636";"";"Centro";"Sertãozinho";"SP";"14160170";"16";"39451212";"";"legislacao@sermedsaude.com.br";"JOÃO PAULO DA CUNHA";"DIRETOR FINANCEIRO";"16/12/1998"
"306649";"25658691000146";"SERPRAM - SERVIÇO DE PRESTAÇÃO DE ASSISTÊNCIA MÉDICO-HOSPITALAR S.A.";"SERPRAM";"Medicina de Grupo";"RUA ADOLFO ENGEL";"19";"BLOCO II";"LOTEAMENTO SIQUEIRA";"Alfenas";"MG";"37133613";"35";"32992525";"32992540";"ans@intermedica.com.br";"LUIZ CELSO DIAS LOPES";"REPRESENTANTE LEGAL";"22/12/1998"
"414701";"05774975000190";"SERVDONTO - PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA ME.";"UNIDONTO";"Odontologia de Grupo";"RUA CEDRO";"178";"CASA";"SÃO JOSÉ";"Aracaju";"SE";"49020170";"79";"32117279";"32117279";"prevdontose@prevdontose.com.br";"HELCIO CASTRO PEREIRA";"DIRETOR";"31/10/2003"
"324710";"02422484000192";"SERVIÇO DE ASSISTÊNCIA ODONTOLÓGICA SOCIAL LTDA.";"SAOS";"Odontologia de Grupo";"AVENIDA DOM PEDRO II";"597";"";"CENTRO";"Salto";"SP";"13320240";"11";"40292699";"";"financeiro@saos.com.br";"JOSE SOARES DE MORAES JUNIOR";"SOCIO ADMINISTRADOR";"21/12/1998"
"345474";"33683111000107";"SERVIÇO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO)";"SERPRO";"Autogestão";"SGAN QUADRA 601 - MÓDULO 'V' - 1º ANDAR ";"601";"";"ASA NORTE";"Brasília";"DF";"70836900";"61";"20218402";"20217768";"camila.farias@serpro.gov.br";"CAMILA BORGES FARIAS";"REPRESENTANTE";"22/12/1998"
"420077";"60961422000155";"SERVIÇO SOCIAL DA INDÚSTRIA DO PAPEL, PAPELÃO E CORTIÇA DO ESTADO DE SÃO PAULO - SEPACO";"SEPACO";"Autogestão";"RUA VERGUEIRO";"4210";"";"VILA MARIANA";"São Paulo";"SP";"04102900";"11";"21824444";"55739804";"produtoseregulacao@sepaco.org.br";"LUCI MEIRE PIVELLI USBERCO";"SUPERINTENDENTE GERAL";"22/02/2016"
"417602";"10495931000161";"SERVIX ADMINISTRADORA DE BENEFÍCIOS SOCIEDADE SIMPLES";"SERVIX";"Administradora de Benefícios";"SMAS TRECHO 03, CONJ 03, BL E, SALAS 09,";".";"ED THE UNION";"ZONA INDUSTRIAL";"Brasília";"DF";"71215300";"61";"32989000";"32989000";"CONTATO@SERVMA.COM.BR";"IVONETE PIRES DE MORAIS ALECRIM";"Representante";"04/11/2010"
"422371";"02753398000162";"SF SISTEMAS DE SAÚDE LTDA";"";"Medicina de Grupo";"ALAMEDA RIO NEGRO";"877";"CJ 206 T B ";"ALPHAVILLE CENTRO INDUSTRIAL E";"Barueri";"SP";"06454000";"11";"46156692";"";"hosp.saofrancisco@uol.com.br";"JOSÉ AUGUSTO CAVALCANTI MELO";"SÓCIO ADMINISTRADOR E RES";"03/09/2020"
"356476";"79831608000118";"SIM - CAIXA DE ASSISTÊNCIA À SAÚDE";"SIM";"Autogestão";"AVENIDA HERCÍLIO LUZ";"599";"4º ANDAR";"CENTRO";"Florianópolis";"SC";"88020001";"48";"32169200";"32233695";"sim@simplanodesaude.com.br";"ALFEU LUIZ ABREU";"DIRETOR EXECUTIVO";"21/12/1998"
"420689";"25073621000126";"SIMPLES ADMINISTRADORA DE BENEFÍCIOS LTDA ME";"";"Administradora de Benefícios";"RUA URUGUAIANA";"39";"SALAS 906, 907, 908";"CENTRO";"Rio de Janeiro";"RJ";"20050093";"21";"35298080";"";"simplesbeneficios@gmail.com";"LUCIANA SANTOS DA SILVA";"REPRESENTANTE";"20/12/2016"
"422738";"39241118000147";"SIMPLES VR SAÚDE LTDA";"SIMPLES VR SAÚDE LTDA";"Medicina de Grupo";"Rua 33";"80";"Sala 801";"Vila Santa Cecília";"Volta Redonda";"RJ";"27260010";"24";"21027007";"";"exata.ctb@gmail.com";"ELAINE DE FATIMA NOGUEIRA";"AdministradorA";"19/05/2021"
"361011";"03657699000155";"SINDIFISCO NACIONAL - SINDICATO NACIONAL DOS AUDITORES-FISCAIS DA RECEITA FEDERAL DO BRASIL";"SINDIFISCO NACIONAL";"Autogestão";"SDS CONJUNTO BARACAT, 1º ANDAR SALAS 1 A";"11";"";"ASA SUL";"Brasília";"DF";"70392900";"61";"21035214";"";"saude@unafiscosaude.org.br";"ADRIANO LIMA CORRÊA";"DIRETOR DE PLANO DE SAÚDE";"28/12/1998"
"344095";"01942793000120";"SISDENTE - SISTEMA INTEGRADO DE SAÚDE DENTAL LTDA.";"SISDENTE";"Odontologia de Grupo";"RUA DR OLAVO GOMES PINTO";"160";"SALAS 42 E 44";"CENTRO";"São Lourenço";"MG";"37470000";"35";"33312121";"33312121";"sisdentesaolourenco@yahoo.com.br";"GERALDO MAGELA FREIRE";"REPRESENTANTE";"22/12/1998"
"403865";"02635197000160";"SISTEMA INTEGRADO DE SAUDE ORAL LTDA-EPP";"PLANIDENTE";"Odontologia de Grupo";"RUA CONSELHEIRO DANTAS";"57/58";"ED. PARAGUASSU-SALA 705";"COMERCIO";"Salvador";"BA";"40015070";"71";"33260070";"32414212";"gerencia@planidente.com.br";"JOSÉ MATHEUS DA CONCEIÇÃO";"SÓCIO ADMINISTRADOR";"28/04/1999"
"333239";"01672007000112";"SISTEMA PREVSAUDE LTDA";"PREVTOP";"Odontologia de Grupo";"AVENIDA DUQUE DE CAXIAS";"1422";"";"CENTRO";"Fortaleza";"CE";"60035111";"85";"35352200";"35352201";"prevsaude@prevdent.com.br";"MARCOS ANTONIO COELHO DE ALBUQUERQUE";"SÓCIO ADMINSTRADOR";"28/12/1998"
"402001";"53454617000143";"SISTEMA TOTAL DE SAÚDE LTDA.";"STSAUDE - SISTEMA TOTAL DE SAUDE";"Medicina de Grupo";"RUA AURÉLIA";"652";"";"VIILA ROMANA";"São Paulo";"SP";"05046000";"11";"38622980";"38710257";"cemesp@uol.com.br";"SALIM NADER NETO";"SOCIO ADMINISTRDOR";"12/03/1999"
"418790";"11485447000114";"SISTEMA 1 SERVIÇOS DE ASSISTÊNCIA À SAÚDE SUPLEMENTAR";"ONEPLAN PLANOS ODONTOLÓGICOS";"Odontologia de Grupo";"RUA PRUDENTE DE MORAES";"220";"";"VILA ESTRELA";"Ponta Grossa";"PR";"84040150";"42";"32247373";"";"rafael@oneplan.com.br";"RAFAEL RAZOUK";"REPRESENTANTE LEGAL";"04/03/2013"
"352586";"02852017000100";"SISTEMAS E PLANOS DE SAÚDE LTDA.";"SISTEMAS";"Medicina de Grupo";"AV VIEIRA DE CARVALHO";"172";"9° ANDAR";"REPÚBLICA";"São Paulo";"SP";"01210902";"11";"32241200";"32241200";"juridico@sistemasplanosdesaude.com.br";"ROGÉRIO GUEDES COSTA";"REPRESENTANTE LEGAL";"17/12/1998"
"402095";"00644977000141";"SITO - SISTEMA INTEGRADO DE TRATAMENTO ODONTOLÓGICO LTDA";"DENT SYSTEM";"Odontologia de Grupo";"RUA 14 DE JULHO";"585";"";"VILA CONRADO";"São João da Boa Vista";"SP";"13870972";"19";"36331826";"36331826";"dentsystem@uol.com.br";"FRANCISCO DE ASSIS ALMEIDA PEREIRA";"SÓCIO ADMINISTRADOR";"15/03/1999"
"420298";"24000629000108";"SMART DENTAL ODONTOLOGIA EIRELI - ME";"SMART DENTAL";"Odontologia de Grupo";"RUA 13";"734";"QUADRA H-12, LOTE 05";"SETOR MARISTA";"Goiânia";"GO";"74150140";"62";"34325170";"";"RAFAELCRISTOF@GMAIL.COM";"RAFAEL CRISTO FERREIRA";"DIRETOR PRESIDENTE";"28/11/2016"
"349194";"64486285000103";"SMV SERVIÇOS MÉDICOS LTDA";"SAÚDE VIDA";"Medicina de Grupo";"AV 21 DE ABRIL";"832";"";"CENTRO";"Divinópolis";"MG";"35500010";"37";"21025800";"21025812";"ans@intermedica.com.br";"LUIZ CELSO DIAS LOPES";"REPRESENTANTE";"22/12/1998"
"326500";"50739135000141";"SOBAM CENTRO MÉDICO HOSPITALAR S.A.";"SOBAM CENTRO MÉDICO HOSPITALAR S.A.";"Medicina de Grupo";"RUA VINTE E TRES DE MAIO";"790";"1º ANDAR";"VIANELO";"Jundiaí";"SP";"13207070";"11";"45831233";"45831235";"angeladoranti@gruposobam.com.br";"CAROLINA DE MOLLA LORENZATTO";"REPRESENTANTE";"21/12/1998"
"415898";"08056815000102";"SOCIEDADE BENECAP DE ASSISTÊNCIA À SAÚDE";"BENECAP SAUDE";"Medicina de Grupo";"SCRS  QD 508 BLOCO B LOJA 25";"25";"";"ASA SUL";"Brasília";"DF";"70351550";"61";"33483400";"33483422";"benecap@benecap.com.br";"WALTER PAES LANDIM RIBEIRO";"PRESIDENTE";"26/12/2006"
"413721";"16608812000154";"SOCIEDADE BENEFICENTE DEZOITO DE JULHO";"SOCIEDADE BENEFICENTE DEZOITO DE JULHO";"Medicina de Grupo";"AVENIDA DEZOITO DE JULHO";"227";"";"SÃO JOSÉ";"Além Paraíba";"MG";"36660000";"32";"34624053";"34624047";"cbn@cbnassessoria.com.br";"KIRCLE TAVARES BASTOS";"REPRESENTANTE LEGAL";"21/05/2001"
"411809";"03627391000167";"SOCIEDADE DE ASSISTÊNCIA MÉDICA - SAMEISA";"SAMEISA ";"Autogestão";"AV. FRANCISCO MARTINS BASTOS ";"80";"";"SANTA TEREZA ";"Rio Grande";"RS";"96202710";"53";"32338240";"";"ivoklein@sameisa.com.br";"IVO JOSE KLEIN";"COORDENADOR ADMINISTRATIVO";"27/07/2000"
"422762";"55990451000105";"SOCIEDADE PORTUGUESA DE BENEFICENCIA";"";"Filantropia";"RUA TIBIRIÇA";"1172";"";"CENTRO";"Ribeirão Preto";"SP";"14010090";"16";"39775501";"";"ans@beneribeiraopreto.com";"RICARDO MARQUES";"DIRETOR PRESIDENTE";"24/05/2021"
"413372";"92219070000153";"SOCIEDADE PORTUGUESA DE BENEFICÊNCIA";"SAUDE MAIOR";"Filantropia";"RUA ANDRADE NEVES";"915";"";"CENTRO";"Pelotas";"RS";"96020080";"53";"30252555";"32782711";"adm@saudemaior.com.br";"FRANCISCO JOSE LEAL SERRA";"PRESIDENTE";"21/03/2001"
"416410";"97403778000183";"SOCIODONTO PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA";"ODONTOPLAN BH";"Odontologia de Grupo";"RUA GOITACAZES";"375";"SALA 1104";"CENTRO";"Belo Horizonte";"MG";"30190050";"31";"32263996";"32263221";"contato@socioodonto.com.br";"ANDERSON GONÇALVES";"SÓCIO ADMINISTRADOR";"30/10/2007"
"423068";"42524911000168";"SOLIDUS ADMINISTRADORA DE BENEFICIOS E SOLUCOES EM SAUDE LTDA";"SOLIDUS ADMINISTRADORA DE BENEFICIOS";"Administradora de Benefícios";"Rua Ibotira";"129.0";"Lote 38A Quadra I";"Mangabeira";"Feira de Santana";"BA";"44056752";"71";"34865825";"";"contato@solidusadministradora.com.br";"SIDNEY SILVA SANTOS";"Sócio administrador";"22/11/2021"
"415871";"73862807000107";"SOLIMEO ASSISTÊNCIA ODONTOLÓGICA LTDA.";"SOLIDENTE";"Odontologia de Grupo";"RUA DR ANGELO VITA";"304";"";"TATUAPE";"São Paulo";"SP";"03069000";"11";"22944252";"20918794";"administracao@solidente.com.br";"CARLOS EDUARDO SOLIMEO";"SOCIO";"19/12/2006"
"422291";"25308386000124";"SOLUTIONS ADMINISTRADORA DE BENEFICIOS LTDA";"SOLUTIONS ADMINISTRADORA";"Administradora de Benefícios";"Av. Jose Silva de Azevedo Neto";"200";"Bloco 04, Sala 403";"Barra da Tijuca";"Rio de Janeiro";"RJ";"22775056";"21";"25337884";"";"contato@solutionsbeneficios.com";"RAPHAEL BAETAS DA CRUZ";"Representante Legal";"27/07/2020"
"422096";"33919320000107";"SOMOS MAIS SAUDE SA";"";"Medicina de Grupo";"Rodovia do Sol";"660";"Lote 13 Quadra 14";"Praia de Itaparica";"Vila Velha";"ES";"29102020";"27";"30755627";"";"smsaude.adm@gmail.com";"HERON CAVALCANTI MADUREIRA";"Presidente";"28/01/2020"
"000477";"47184510000120";"SOMPO SAÚDE SEGUROS S.A.";"";"Seguradora Especializada em Saúde";"RUA CUBATÃO";"320";"9 ANDAR";"VILA MARIANA";"São Paulo";"SP";"04013001";"11";"31561770";"31561914";"andrek@sompo.com.br";"ALFREDO LALIA NETO";"REPRESENTANTE";"03/09/2001"
"403245";"89455315000137";"SOPREVI SERVIÇO ODONTOLÓGICO PREVENTIVO INTEGRADO LTDA";"SOPREVI SAÚDE BUCAL";"Odontologia de Grupo";"RUA QUINTINO BOCAIÚVA";"694";"CJ 708";"MOINHOS DE VENTO";"Porto Alegre";"RS";"90440050";"05";"133316151";"133316151";"soprevi@soprevi.com.br";"DANUSA QUEIROZ DE CARVALHO";"SÓCIA-GERENTE";"12/03/1999"
"419524";"19304091000187";"SORRIDEN CONVÊNIOS ODONTOLÓGICOS S.A.";"SORRIDEN";"Odontologia de Grupo";"ALAMEDA RIO NEGRO";"500";"CONJUNTO 305 - TORRE 2";"ALPHAVILLE";"Barueri";"SP";"06454000";"11";"31815021";"";"contato@sorriden.com.br";"CLEBER SOARES DE SOUZA";"REPRESENTANTE";"22/09/2014"
"421472";"28862072000167";"SORRISO STUDIO PLANO DE SAUDE EIRELI";"SORRISO STUDIO";"Odontologia de Grupo";"RUA FORTUNATO";"286";"";"VILA BUARQUE";"São Paulo";"SP";"01224030";"11";"985457335";"";"sorrisostudioplanos@gmail.com";"MARCIA REGINA GROMOSKI VILELA";"sócio administrador";"09/10/2018"
"324493";"69259356000140";"S.P.A SAUDE- SISTEMA DE PROMOÇÃO ASSISTENCIAL";"SISTEMA PAULISTA DE ASSISTÊNCIA SAÚDE";"Autogestão";"RUA MAESTRO CARDIM";"1191";"8º ANDAR";"PARAÍSO";"São Paulo";"SP";"01323001";"11";"31463131";"";"spa.ans@spasaude.org.br";"RICARDO DE OLIVEIRA GARCIA";"SUPERINTENDENTE OPERACIONAL";"17/12/1998"
"417319";"08049842000140";"STEL SERVIÇOS DE ESCRITÓRIO LTDA.";"SAÚDE FÁCIL";"Administradora de Benefícios";"RUA REGO FREITAS ";"63";"8º ANDAR - CONJUNTO 82B";"REPÚBLICA";"São Paulo";"SP";"01220010";"11";"33512135";"33512529";"ATENDIMENTO@SAUDEFACIL.COM.BR";"DOMINGOS NELSON MARTINS";"ADMINISTRADOR";"09/06/2010"
"420824";"26732895000142";"SUA SAÚDE ADMINISTRADORA DE BENEFÍCIOS LTDA-ME";"";"Administradora de Benefícios";"RUA DO PASSEIO";"38";"SALA 1502, SET 2";"CENTRO";"Rio de Janeiro";"RJ";"20021290";"21";"35531692";"";"thiago@unimedicasaude.com";"MÁRCIO ALEXANDRINO DOS SANTOS";"REPRESENTANTE";"10/02/2017"
"414662";"04911101000175";"SUDA ODONTO PLANOS DE SAUDE LTDA";"";"Odontologia de Grupo";"AVENIDA XV DE NOVEMBRO";"857";"SALA 06";"ZONA 01";"Maringá";"PR";"87013230";"44";"40017375";"";"alexandre@sudaodonto.com.br";"ALEXANDRE CESAR DISCIOLI";"REPRESENTANTE";"10/10/2003"
"006246";"01685053000156";"SUL AMERICA COMPANHIA DE SEGURO SAÚDE";"";"Seguradora Especializada em Saúde";"RUA BEATRIZ LARRAGOITI LUCAS ";"121";"ALA SUL - 2º ANDAR";"CIDADE NOVA ";"Rio de Janeiro";"RJ";"20211903";"11";"37797400";"";"atendeans@sulamerica.com.br";"JULIANA CRUZ CALIGIURI";"REPRESENTANTE";"16/12/1998"
"417815";"11973134000105";"SUL AMÉRICA ODONTOLÓGICO S/A";"";"Odontologia de Grupo";"RUA DOS PINHEIROS";"1673";"7º ANDAR - ALA SUL E 11º ANDAR";"PINHEIROS";"São Paulo";"SP";"05422012";"11";"37797400";"";"atendeans@sulamerica.com.br";"JULIANA CRUZ CALIGIURI";"DIRETORA ";"24/01/2011"
"416428";"02866602000151";"SUL AMÉRICA SERVIÇOS DE SAÚDE S.A.";"";"Medicina de Grupo";"RUA DOS PINHEIROS";"1.673";"8º ANDAR";"PINHEIROS";"São Paulo";"SP";"05422012";"11";"37797400";"37795848";"atendeans@sulamerica.com.br";"JULIANA CRUZ CALIGIURI";"DIRETORA VICE-PRESIDENTE";"31/10/2007"
"338346";"90747908000156";"SULMED - ASSISTÊNCIA MÉDICA LTDA";"SULMED";"Medicina de Grupo";"AV INDEPENDENCIA";"386";"";"INDEPENDÊNCIA";"Porto Alegre";"RS";"90035070";"51";"32201000";"32249338";"sulmed@sulmed.com.br";"ALEXANDRE BRAUNER SALGADO";"REPRESENTANTE";"16/12/1998"
"421405";"30489359000135";"SUPERMED ADMINISTRADORA DE BENEFÍCIOS LTDA.";"";"Administradora de Benefícios";"RUA OSCAR FREIRE";"587";"SALA 03 - 103";"CERQUEIRA CESAR";"São Paulo";"SP";"01426001";"";"";"";"vcamarafilho@gmail.com";"PATRICK AFONSO BULUS";"ADMINISTRADOR";"19/07/2018"
"420981";"27113113000150";"S1 OPERADORA DE PLANO DE SAÚDE LTDA";"S1 SAÚDE";"Medicina de Grupo";"SCS QUADRA 03 BLOCO A";"107";"1º AND SL. 101 ED. ANTONIA A. P. DE SOUS";"ASA SUL";"Brasília";"DF";"70303907";"61";"32215300";"";"Raquel@s1saude.com.br";"RAQUEL SILVA ESPIRITO SANTO DE SOUSA";"DIRETORA";"27/11/2017"
"421740";"30951661000163";"TEC SAUDE ADMINISTRADORA DE BENEFICIOS LTDA";"";"Administradora de Benefícios";"AV PAULISTA";"453";"2º ANDAR, CONJUNTOS 21,22 E 24";"BELA VISTA";"São Paulo";"SP";"01311000";"11";"985893980";"";"contato@tecsaudeadm.com.br";"MARCELA SALDANHA SOARES LOPES";"RESPONSÁVEL TÉCNICA";"22/05/2019"
"316849";"42465310000121";"TELOS - FUNDAÇÃO EMBRATEL DE SEGURIDADE SOCIAL";"TELOS - FUNDAÇÃO EMBRATEL DE SEGURIDADE SOCIAL";"Autogestão";"AV PRESIDENTE VARGAS";"290";"";"CENTRO";"Rio de Janeiro";"RJ";"20071000";"02";"121216000";"121216006";"prousselet@telos.org.br";"PATRICIA BOEHME ROUSSELET";"REPRESENTANTE";"17/12/1998"
"412759";"03773153000160";"TERRAMAR ADMINISTRADORA DE PLANO DE SAUDE LTDA";"NORDESTE SAÚDE EMPRESARIAL";"Medicina de Grupo";"AVENIDA CONCÊNTRICA";"04";"";"JARDIM BRASÍLIA";"Camaçari";"BA";"42803001";"71";"36215050";"36215050";"atendimento@nordestesaude.com.br";"ELÁDIO GALDINO VILELA DE SOUZA";"ADMINISTRADOR";"15/12/2000"
"423084";"40860943000109";"TNK ADMINISTRADORA DE BENEFÍCIOS LTDA";"TNK ADMINISTRADORA";"Administradora de Benefícios";"ALAMEDA SANTOS";"787";"9º ANDAR PARTE";"CERQUEIRA CÉSAR";"São Paulo";"SP";"01419001";"11";"46100116";"";"mariavalins@thinkcare.com.br";"MARIA APARECIDA DA SILVA VALINS";"DIRETORA FINANCEIRA";"28/04/2022"
